date,plate.SN,well,treatment,dose,units,meanfiringrate_AUC,burst.per.min_AUC,mean.isis_AUC,per.spikes.in.burst_AUC,mean.dur_AUC,mean.IBIs_AUC,nAE_AUC,nABE_AUC,ns.n_AUC,ns.peak.m_AUC,ns.durn.m_AUC,ns.percent.of.spikes.in.ns_AUC,ns.mean.insis_AUC,ns.durn.sd_AUC,ns.mean.spikes.in.ns_AUC,r_AUC,mi_AUC,cv.time_AUC,cv.network_AUC
20150909,MW1047-22,B2,Diethylene glycol,0,uM,18.741,42.279,0.435,493.438,5.114,208.648,107,90,1342.5,68.775,0.906,153.843,46.896,0.51,272.32,2.181,0.141,2.623,17.071
20150909,MW1047-29,B3,Diethylene glycol,0,uM,12.899,24.801,0.459,448.681,4.363,284.942,108.5,96.5,780.5,64.634,0.945,121.066,58.315,0.604,293.303,1.741,0.074,4.606,15.722
20150909,MW1047-30,B4,Diethylene glycol,0,uM,9.93,21.922,0.523,398.105,4.698,188.145,111,86.5,939.5,74.409,0.745,164.985,45.863,0.461,240.403,1.745,0.062,4.333,23.409
20150401,MW1053-26,D1,Diethylstilbestrol,0,uM,12.201,21.965,0.223,388.207,3.262,154.173,114,88,700.5,79.412,0.977,107.286,179.145,0.52,357.189,1.732,0.075,4.57,21.986
20150401,MW1053-31,D1,Diethylstilbestrol,0,uM,15.461,34.067,0.438,483.941,4.246,138.24,116,96.5,888,86.275,1.103,128.722,119.709,0.634,395.295,1.958,0.107,3.555,17.526
20150401,MW1053-33,D1,Diethylstilbestrol,0,uM,16.475,37.68,0.433,518.64,4.785,178.744,121,116,1102.5,101.722,1.74,126.738,1533.396,0.675,438.321,2.069,0.098,4.002,24.303
20140924,MW1007-70,F1,Diphenylhydantoin,0,uM,4.612,12.751,0.186,415.413,2.715,236.18,81.5,71,304,76.796,1.222,106.892,184.228,0.347,242.969,1.422,0.039,3.77,5.295
20140924,MW1007-81,F1,Diphenylhydantoin,0,uM,12.115,21.646,0.447,388.899,5.843,261.201,90.5,79.5,345.5,69.872,1.556,59.356,117.318,0.678,213.865,0.936,0.031,5.295,12.309
20140924,MW1007-84,F1,Diphenylhydantoin,0,uM,9.494,22.204,0.268,345.951,3.074,163.561,88,80,359.5,78.319,1.162,63.09,138.231,0.441,248.859,1.005,0.035,2.718,4.504
20141203,MW1042-42,C1,Domoic Acid,0,uM,19.128,35.544,0.263,611.089,4.529,234.035,126.5,121.5,908.5,113.385,1.77,132.486,231.183,0.95,522.654,2.674,0.15,3.276,20.652
20141203,MW1042-43,C1,Domoic Acid,0,uM,15.326,29.603,0.257,637.099,4.99,248.924,128.5,123.5,849.5,115.131,1.654,145.311,234.107,0.727,481.033,2.709,0.126,3.371,12.815
20141203,MW1042-44,C1,Domoic Acid,0,uM,20.053,42.514,0.272,626.016,4.371,194.138,133.5,121,1157.5,115.362,1.379,136.952,246.358,0.67,509.856,2.622,0.152,2.973,20.692
20141231,MW1045-02,C1,Emamectin benzoate,0,uM,10.506,20.082,0.246,392.499,3.439,143.208,97.5,82,272.5,81.064,1.678,65.615,203.44,0.583,332.632,1.39,0.059,5.308,16.242
20141231,MW1045-06,C1,Emamectin benzoate,0,uM,9.355,20.401,0.193,412.919,2.556,190.413,86.5,75,300.5,70.186,1.458,82.674,182.662,0.529,294.533,1.273,0.052,5.243,10.901
20141231,MW1045-09,C1,Emamectin benzoate,0,uM,10.016,21.419,0.591,502.839,5.017,157.387,98,77.5,239,78.378,1.598,69.783,210.545,0.567,297.234,1.381,0.048,6.036,17.931
20141231,MW1045-02,D2,Fipronil,0,uM,9.059,20.15,0.159,462.489,2.34,149.24,99.5,86,242.5,89.147,1.439,104.038,170.783,0.355,460.034,1.884,0.066,4.36,16.183
20141231,MW1045-06,D2,Fipronil,0,uM,6.56,13.08,0.13,481.12,2.035,228.566,102.5,90,194.5,86.727,1.539,96.632,209.04,0.398,451.341,2.255,0.062,6.831,13.144
20141231,MW1045-09,D2,Fipronil,0,uM,0.128,0.09,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.355,0,0.637,1.731
20150909,MW1047-22,C2,Fluconazole,0,uM,12.595,32.697,0.319,510.599,3.415,198.974,103,91.5,1387,84.098,1.376,151.467,69.755,0.404,233.191,1.718,0.085,3.843,20.405
20150909,MW1047-29,C3,Fluconazole,0,uM,8.607,21.368,0.43,476.927,3.915,263.846,106.5,93.5,433,74.115,1.09,94.275,108.303,0.517,215.634,1.548,0.048,5.233,14.558
20150909,MW1047-30,C4,Fluconazole,0,uM,20.354,45.714,0.463,468.82,4.687,254.081,115,98,1148.5,69.709,1.084,108.315,47.937,0.696,254.85,1.722,0.101,2.428,18.894
20160601,MW1062-29,A2,Fluoxetine,0,uM,865.847,33.778,0.122,491.408,2.291,86.872,92.5,88,702.5,87.049,1.108,168.525,79.359,0.482,504.443,2.67,0.14,6.125,21.163
20160601,MW1062-43,A3,Fluoxetine,0,uM,622.513,20.137,0.187,444.982,3.503,185.336,96.5,94,538.5,80.183,1.135,111.185,123.304,0.68,328.465,2.205,0.083,6.141,18.081
20160601,MW1062-44,A4,Fluoxetine,0,uM,806.576,27.046,0.183,438.356,3.21,103.571,89,80,675,77.841,1.15,112.747,83.451,0.414,340.703,1.708,0.079,5.068,21.679
20141231,MW1045-02,E1,Flusilazole,0,uM,12.208,19.547,0.558,423.843,4.874,337.234,106,92.5,313.5,85.254,1.618,73.227,152.838,0.654,346.403,1.66,0.076,5.519,13.875
20141231,MW1045-06,E1,Flusilazole,0,uM,12.42,25.806,0.209,440.473,3.139,129.764,87,73.5,377.5,67.528,1.503,81.578,133.136,0.64,321.386,1.431,0.069,5.474,13.661
20141231,MW1045-09,E1,Flusilazole,0,uM,8.257,16.303,0.189,403.766,2.82,173.973,96.5,77.5,300.5,79.723,1.329,69.372,187.563,0.612,254.364,1.299,0.042,7.381,18.126
20140910,MW1008-39,B1,Glyphosate,0,uM,6.369,17.187,0.154,425.495,1.634,198.326,90.5,79.5,416,83.548,1.125,129.712,139.375,0.283,241.744,1.636,0.037,5.96,8.972
20140910,MW1008-40,B1,Glyphosate,0,uM,11.753,32.035,0.471,554.648,5.79,204.956,104,99,472,109.543,1.414,123.393,431.013,0.45,393.921,2.077,0.057,4.381,9.191
20140910,MW1008-68,B1,Glyphosate,0,uM,8.222,26.406,0.367,582.662,3.086,176.861,103.5,88.5,549,96.628,1.432,127.672,785.897,0.296,283.099,1.585,0.047,5.178,8.525
20140910,MW1008-39,C1,Haloperidol,0,uM,5.036,16.888,0.181,441.934,1.836,182.213,83.5,76,404.5,72.382,1.286,108.669,131.131,0.454,184.443,1.342,0.033,7.152,8.946
20140910,MW1008-40,C1,Haloperidol,0,uM,8.186,21.604,0.171,462.849,2.173,141.514,104,87.5,415.5,88.796,1.338,127.914,137.302,0.388,366.377,1.876,0.059,5.228,7.953
20140910,MW1008-68,C1,Haloperidol,0,uM,7.288,21.816,0.269,513.945,2.331,266.623,99,83.5,507.5,81.676,1.062,135.399,98.642,0.291,248.375,1.516,0.042,5.569,13.644
20150128,MW1007-109,C1,Heptachlor epoxide,0,uM,12.771,27.056,0.222,644.481,3.671,214.303,121.5,119,611.5,109.971,2.2,143.631,188.813,0.93,462.585,2.651,0.116,2.645,22.915
20150128,MW1008-1,C1,Heptachlor epoxide,0,uM,12.492,33.345,0.275,629.666,3.885,226.618,124,108.5,1027,96.565,1.601,164.518,155.951,0.598,353.233,1.856,0.073,2.948,18.442
20150128,MW1008-40,C1,Heptachlor epoxide,0,uM,22.679,40.455,0.324,578.815,5.673,160.396,116,113.5,714,105.231,2.099,89.279,223.295,0.882,445.524,2.217,0.144,3.225,20.606
20151014,MW1076-42,C2,Heptachlor epoxide,0,uM,8.223,20.331,0.186,334.121,2.141,198.003,82.5,71.5,473,71.538,1.089,98.754,276.577,0.47,245.762,1.355,0.048,6.084,20.594
20151014,MW1076-43,C3,Heptachlor epoxide,0,uM,17.338,33.358,0.342,370.646,7.465,127.733,91,76,614.5,74.187,1.043,64.421,245.924,0.529,247.431,1.246,0.074,7.045,20.953
20151014,MW1076-44,C4,Heptachlor epoxide,0,uM,10.345,25.986,0.202,371.442,2.471,161.221,86.5,76,507.5,76.291,1.155,90.239,161.975,0.39,260.931,1.345,0.051,4.742,11.84
20150805,MW1040-11,A3,Hexachlorophene,0,uM,652.829,21.7,0.255,582.611,3.602,379.659,114.5,105.5,904,110.771,1.217,192.427,324.985,0.513,521.203,2.772,0.098,4.348,21.389
20150805,MW1040-12,A4,Hexachlorophene,0,uM,775.897,31.116,0.205,630.034,3.319,302.425,121,116,1060.5,121.991,1.152,218.077,261.436,0.438,516.184,3.227,0.142,2.975,23.313
20150805,MW1040-11,B3,Hydroxyurea,0,uM,595.452,17.938,0.218,597.286,2.869,382.145,109.5,106,655.5,104.099,1.353,184.422,328.766,0.453,446.224,2.449,0.077,5.101,15.307
20150805,MW1040-12,B4,Hydroxyurea,0,uM,684.236,27.277,0.28,636.646,3.934,260.601,123.5,111,698,117.177,1.327,161.768,280.203,0.61,509.468,2.899,0.089,3.341,21.826
20150128,MW1007-109,D1,Imidacloprid,0,uM,12.83,31.595,0.33,598.441,4.321,176.337,113,105.5,601.5,94.415,2.489,125.773,261.647,0.832,322.876,1.868,0.077,4.481,21.508
20150128,MW1008-1,D1,Imidacloprid,0,uM,15.096,42.029,0.291,607.594,3.715,171.095,103.5,97,1311.5,75.108,1.854,131.827,133.818,0.579,222.634,1.29,0.067,3.866,17.737
20150128,MW1008-40,D1,Imidacloprid,0,uM,27.927,51.096,0.276,654.191,5.64,127.293,111,106.5,1079.5,93.865,2.125,103.605,221.087,1.001,379.66,1.986,0.158,3.544,18.899
20150401,MW1053-26,E1,Isoniazid,0,uM,11.538,24.475,0.259,348.128,3.167,134.206,85.5,74,980,72.344,0.803,135.944,151.877,0.389,268.925,1.589,0.076,4.969,15.006
20150401,MW1053-31,E1,Isoniazid,0,uM,13.939,30.823,0.437,438.885,4.334,202.678,116.5,101.5,1068.5,80.92,0.896,121.381,101.06,0.441,316.913,1.676,0.076,3.513,19.76
20150401,MW1053-33,E1,Isoniazid,0,uM,14.739,31.965,0.467,535.713,5.327,185.696,128.5,113.5,714.5,85.238,1.18,112.678,112.343,0.588,399.948,2.105,0.09,3.524,22.357
20140910,MW1008-39,D1,Ketamine,0,uM,2.601,9.154,0.206,438.352,1.779,239.538,40.5,32,88,51.743,0.814,79.655,517.651,0.233,118.764,0.803,0.007,7.495,9.734
20140910,MW1008-40,D1,Ketamine,0,uM,7.881,22.619,0.179,403.117,1.907,141.394,104,85.5,529,79.833,1.046,118.673,126.106,0.368,272.954,1.513,0.044,5.133,7.45
20140910,MW1008-68,D1,Ketamine,0,uM,8.393,23.752,0.233,523.812,2.672,219.525,108.5,92.5,485.5,106.233,1.371,152.649,287.072,0.367,398.392,2.041,0.06,4.354,9.557
20141231,MW1045-02,A1,Lactofen,0,uM,18.111,33.417,0.333,421.789,5.803,78.953,113.5,92,350.5,76.948,1.695,57.4,140.159,0.825,308.068,1.256,0.063,3.694,18.445
20141231,MW1045-06,A1,Lactofen,0,uM,7.373,18.526,0.226,389.891,2.498,154.159,77,71,290,71.593,1.428,62.449,210.929,0.564,205.317,1.174,0.037,3.588,8.367
20141231,MW1045-09,A1,Lactofen,0,uM,10.929,20.189,0.265,406.846,3.982,137.22,97.5,84,336,79.954,1.63,56.675,210.797,0.658,286.759,1.354,0.059,4.581,19.922
20141029,MW1008-42,A1,Lead acetate,0,uM,26.177,51.937,0.415,548.784,6.36,152.084,128.5,126,1657,106.598,1.883,113.006,208.795,0.935,391.989,2.045,0.148,3.695,17.259
20141029,MW1008-41,C1,Lead acetate,0,uM,18.467,43.875,0.251,501.72,3.738,126.795,120,120,1336,92.368,1.09,161.256,63.796,0.744,367.913,2.293,0.129,2.589,14.368
20141029,MW1008-42,E1,Lead acetate,0,uM,27.04,57.24,0.466,540.913,6.842,128.232,131,123.5,1361.5,100.508,1.687,110.127,269.853,0.953,351.94,1.771,0.123,3.278,13.513
20150128,MW1007-109,E1,Lindane,0,uM,7.008,21.869,0.312,586.801,2.904,269.652,95.5,88,507,72.812,1.307,133.014,109.094,0.394,258.803,1.537,0.057,5.241,19.529
20150128,MW1008-1,E1,Lindane,0,uM,15.188,33.313,0.208,680.564,3.665,181.196,131,119,652,120.496,2.348,156.963,173.667,0.664,616.632,2.837,0.136,3.365,19.577
20150128,MW1008-40,E1,Lindane,0,uM,30.519,60.968,0.445,566.915,6.347,92.757,104.5,94.5,1581,72.515,1.385,89.273,41,0.774,257.573,1.417,0.12,3.344,18.783
20141203,MW1042-42,D1,Loperamide,0,uM,17.901,36.529,0.276,628.554,4.222,230.261,133.5,131,939,112.696,1.798,117.019,247.566,0.657,479.514,2.653,0.144,3.054,19.502
20141203,MW1042-43,D1,Loperamide,0,uM,13.43,28.578,0.239,591.077,4.04,285.943,126,116,614.5,115.08,1.616,143.842,285.183,0.591,577.139,2.551,0.105,3.378,12.263
20141203,MW1042-44,D1,Loperamide,0,uM,17.629,36.196,0.289,580.221,4.599,188.875,133.5,123.5,618,119.115,1.86,101.815,252.909,0.651,469.705,2.311,0.112,3.402,13.137
20140910,MW1008-39,E1,Loperamide,0,uM,5.654,16.64,0.137,440.306,1.627,168.232,90.5,77,419,78.041,1.234,130.183,140.247,0.321,264.977,1.626,0.045,5.814,9.953
20140910,MW1008-40,E1,Loperamide,0,uM,12.662,31.099,0.445,462.883,4.23,211.376,107,92.5,662,97.228,1.437,89.381,105.539,0.414,263.651,1.338,0.044,4.254,8.977
20140910,MW1008-68,E1,Loperamide,0,uM,9.513,24.943,0.286,512.945,3.286,285.66,101.5,97,512,107.122,1.362,135.321,618.417,0.336,351.565,1.825,0.045,4.257,11.984
20140910,MW1008-39,F1,Maneb,0,uM,9.228,22.664,0.232,388.493,2.915,133.344,92.5,66.5,608,70.049,1.331,97.263,109.218,0.342,208.322,1.038,0.04,4.732,9.933
20140910,MW1008-40,F1,Maneb,0,uM,7.102,16.359,0.107,458.652,1.437,185.032,97.5,88,429,85.468,1.032,170.846,142.576,0.292,379.668,2.463,0.058,4.935,8.779
20140910,MW1008-68,F1,Maneb,0,uM,9.478,27.785,0.416,474.385,3.607,286.983,96.5,90,620,81.291,1.207,115.261,81.708,0.323,231.344,1.389,0.047,4.734,8.397
20160511,MW1112-16,E2,Manganese,0,uM,1072.708,42.989,0.23,666.589,3.816,186.739,133.5,128.5,1122,109.111,1.898,144.088,158.909,0.806,482.354,2.592,0.124,2.939,22.771
20160511,MW1112-17,E3,Manganese,0,uM,941.928,35.44,0.27,597.753,4.211,207.745,126,123.5,1078.5,103.543,1.589,131.208,196.966,0.832,397.708,2.448,0.113,2.476,20.919
20160511,MW1112-18,E4,Manganese,0,uM,1134.896,39.608,0.255,718.306,4.401,148.23,136,136,702.5,114.985,2.33,125.422,134.987,0.844,508.048,3.057,0.156,2.221,16.727
20150805,MW1040-11,D3,Methotrexate,0,uM,775.764,35.17,0.225,661.08,3.032,218.024,124,121.5,648.5,105.05,1.532,167.025,208.24,0.587,521.861,2.775,0.106,2.629,22.591
20150805,MW1040-12,D4,Methotrexate,0,uM,245.178,12.817,0.201,672.528,2.08,379.642,95.5,86.5,336.5,73.533,0.964,176.194,124.702,0.277,277.227,1.963,0.036,6.882,25.023
20141231,MW1045-02,F1,Methylchloroisothiazolinone,0,uM,8.959,19.525,0.22,402.242,2.813,174.142,81,81,284,75.508,1.478,68.158,185.68,0.477,308.071,1.286,0.052,3.124,12.982
20141231,MW1045-06,F1,Methylchloroisothiazolinone,0,uM,7.102,14.63,0.122,498.497,2.048,166.875,84.5,78,263,77.153,1.407,128.323,143.333,0.472,394.421,1.924,0.065,8.37,17.873
20141231,MW1045-09,F1,Methylchloroisothiazolinone,0,uM,7.614,16.146,0.225,366.993,2.46,192.25,81.5,71,264.5,73.07,1.299,78.185,196.925,0.37,292.17,1.175,0.043,3.386,15.026
20141029,MW1036-8,D1,Methylmercury,0,uM,24.583,53.499,0.475,485.67,5.806,166.744,131,121,1524,109.18,1.682,136.247,232.795,0.895,405.768,1.918,0.135,2.667,18.281
20141029,MW1036-8,E1,Methylmercury,0,uM,18.605,43.714,0.318,579.263,4.334,266.146,114.5,102,1740.5,91.169,1.237,152.253,247.88,0.646,305.114,1.901,0.111,4.839,14.487
20141029,MW1036-8,F1,Methylmercury,0,uM,19.008,43.617,0.49,497.287,5.641,137.912,116.5,93,1353.5,93.157,1.428,119.599,611.139,0.696,316.321,1.636,0.102,3.532,15.517
20150128,MW1008-37,B1,Mevastatin,0,uM,17.931,39.976,0.189,706.159,3.775,173.974,133.5,131,950,118.007,2.128,148.817,147.432,0.849,504.635,3.168,0.159,2.81,16.566
20150128,MW1008-41,B1,Mevastatin,0,uM,7.131,25.704,0.255,341.907,2.069,115.241,79.5,58,896,60.155,0.856,115.554,69.148,0.276,124.636,0.691,0.021,2.233,13.776
20150128,MW1008-42,B1,Mevastatin,0,uM,23.681,52.403,0.282,680.811,4.536,142.996,123.5,116,874.5,112.023,1.911,118.099,171.504,0.919,543.932,2.798,0.184,2.3,19.858
20160601,MW1062-29,D2,Naloxone,0,uM,460.782,16.2,0.164,453.419,2.48,160.696,78,74,281,77.923,1.379,116.787,169.605,0.424,439.475,1.652,0.058,7.688,15.698
20160601,MW1062-43,D3,Naloxone,0,uM,376.488,14.743,0.348,532.569,3.538,365.373,102,99,240,94.228,1.299,133.872,274.038,0.298,547.497,2.488,0.056,7.081,22.826
20160601,MW1062-44,D4,Naloxone,0,uM,451.732,15.598,0.327,470.583,4.151,466.785,78,72,214,72.02,1.308,115.006,191.151,0.328,445.585,1.338,0.047,5.867,22.378
20141029,MW1008-42,B1,Nicotine,0,uM,25.772,53.771,0.387,528.377,5.189,147.879,136,128.5,1674.5,110.082,1.521,145.259,213.68,0.794,354.678,2.141,0.151,2.175,12.858
20141029,MW1008-41,D1,Nicotine,0,uM,19.529,41.493,0.291,476.757,4.682,124.45,116.5,116.5,1548,95.006,1.438,121.175,166.293,0.808,381.754,1.906,0.117,2.269,15.13
20141029,MW1008-42,F1,Nicotine,0,uM,24.22,48.524,0.408,516.953,5.988,177.699,126,126,1520,100.567,1.513,110.149,237.247,0.779,282.46,1.811,0.12,2.954,18.962
20160511,MW1112-16,B2,Paraquat,0,uM,878.601,32.668,0.24,644.746,4.136,166.125,133.5,126,781.5,120.334,1.888,131.283,188.294,0.681,535.6,2.714,0.118,2.422,21.066
20160511,MW1112-17,B3,Paraquat,0,uM,973.49,35.287,0.322,616.609,4.993,187.008,128.5,121,677.5,113.033,1.944,108.835,182.434,0.907,404.541,2.455,0.112,2.143,19.741
20160511,MW1112-18,B4,Paraquat,0,uM,909.731,26.45,0.263,613.503,4.232,191.267,128.5,121,521.5,113.006,1.867,109.263,204.438,0.82,502.35,2.956,0.133,2.759,18.804
20150401,MW1053-26,F1,PBDE-47,0,uM,10.875,19.744,0.256,318.01,3.22,173.501,93.5,77,711.5,73.598,0.886,114.253,168.761,0.559,240.915,1.295,0.057,7.522,22.156
20150401,MW1053-31,F1,PBDE-47,0,uM,13.669,24.122,0.222,399.582,4.021,146.275,109.5,92,789,76.998,0.955,109.323,90.799,0.497,280.212,1.641,0.083,4.368,16.823
20150401,MW1053-33,F1,PBDE-47,0,uM,10.125,17.055,0.321,321.534,3.652,119.107,88,62.5,860.5,59.311,0.858,127.989,105.646,0.39,185.792,1.068,0.047,6.191,15.567
20160511,MW1112-16,A2,Permethrin,0,uM,942.443,36.059,0.296,591.133,4.001,179.673,131,126,1134.5,115.521,1.602,161.008,176.512,0.824,375.229,2.765,0.131,2.435,22.857
20160511,MW1112-17,A3,Permethrin,0,uM,1063.141,40.748,0.278,625.821,5.154,175.234,133.5,121,1040.5,113.602,1.58,141.783,174.423,0.996,412.599,2.665,0.135,2.647,18.883
20160511,MW1112-18,A4,Permethrin,0,uM,1501.98,47.135,0.298,646.65,30.623,177.165,128.5,118.5,1212,120.828,1.353,150.47,190.584,0.888,461.795,2.868,0.183,2.977,18.552
20150909,MW1047-22,D2,Phenobarbital,0,uM,16.13,32.654,0.528,467.641,5.066,136.779,96,81,1321.5,71.095,0.952,171.738,72.655,0.429,301.067,1.86,0.12,4.411,19.939
20150909,MW1047-29,D3,Phenobarbital,0,uM,11.48,27.831,0.509,486.213,4.727,189.888,110.5,96,717.5,66.864,0.817,123.153,79.265,0.466,212.6,1.701,0.055,4.57,14.928
20150909,MW1047-30,D4,Phenobarbital,0,uM,19.948,38.358,0.438,560.796,5.828,131.246,129,106.5,829,97.396,1.887,77.789,307.324,0.974,253.752,1.697,0.076,2.402,19.797
20151014,MW1076-42,D2,Phenol,0,uM,9.746,18.603,0.236,311.324,2.533,253.6,85,65,313,73.03,0.958,60.568,372.393,0.299,271.163,1.123,0.039,6.782,19.772
20151014,MW1076-43,D3,Phenol,0,uM,16.79,32.457,0.867,385.868,7.435,267.395,102.5,82.5,518,71.201,1.007,42.879,293.86,0.511,255.193,0.991,0.051,3.593,21.413
20151014,MW1076-44,D4,Phenol,0,uM,13.456,28.344,0.325,349.24,4.253,200.718,93,71.5,360,79.468,1.186,45.491,292.248,0.436,305.57,0.937,0.045,4.999,22.016
20141015,MW1007-107,A1,Saccharin,0,uM,24.547,37.46,0.51,537.928,11.574,139.112,124,98,677.5,71.508,1.743,58.632,75.442,0.976,229.291,1.266,0.086,2.97,14.05
20141015,MW1007-108,A1,Saccharin,0,uM,13.086,20.511,0.482,558.628,24.794,265.595,114,97.5,309.5,76.015,1.235,77.635,118.906,0.609,295.543,1.68,0.052,5.827,13.321
20141015,MW1008-39,A1,Saccharin,0,uM,12.749,23.845,0.217,410.379,4.409,144.142,94,92,572.5,74.412,1.461,63.99,98.263,0.831,256.04,1.439,0.075,1.835,13.174
20160511,MW1112-16,C2,Sodium Arsenate,0,uM,1026.137,39.849,0.239,673.31,4.229,178.873,133.5,131,1187,117.752,1.609,159.308,177.185,0.66,489.379,2.954,0.14,3.005,17.508
20160511,MW1112-17,C3,Sodium Arsenate,0,uM,1050.74,40.856,0.255,664.497,4.51,172.733,136,136,813,120.692,1.855,118.085,159.097,0.858,491.405,2.824,0.135,2.388,18.499
20160511,MW1112-18,C4,Sodium Arsenate,0,uM,1221.757,41.958,0.3,645.981,5.62,125.25,128.5,123.5,477,114.192,2.605,86.514,166.873,1.093,507.75,2.501,0.135,2.205,17.129
20151014,MW1076-42,E2,Sodium benzoate,0,uM,13.54,22.578,0.307,267.678,3.149,203.869,80,69,390,69.709,0.967,54.967,227.481,0.382,228.854,1.038,0.043,7.512,19.568
20151014,MW1076-43,E3,Sodium benzoate,0,uM,16.367,31.524,0.835,371.844,18.1,324.666,93.5,68,1048.5,69.134,0.706,77.983,293.817,0.242,177.997,0.807,0.042,5.674,19.436
20151014,MW1076-44,E4,Sodium benzoate,0,uM,12.416,28.633,0.426,378.013,4.019,317.233,94,78.5,767.5,78.038,0.94,64.115,372.093,0.415,300.993,1.002,0.045,5.808,21.067
20160511,MW1112-16,D2,Sodium Fluoride,0,uM,1005.253,37.179,0.253,629.61,4.727,189.413,133.5,133.5,666,120.476,1.972,127.696,210.976,0.597,607.125,2.778,0.132,2.624,23.021
20160511,MW1112-17,D3,Sodium Fluoride,0,uM,1134.406,38.001,0.272,608.617,5.528,185.735,131,128.5,627.5,120.165,2.144,114.563,219.097,0.824,596.957,2.586,0.122,2.552,18.656
20160511,MW1112-18,D4,Sodium Fluoride,0,uM,1200.653,40.529,0.297,597.752,4.813,168.844,131,118.5,661.5,114.904,2.368,115.352,202.131,0.995,510.289,2.506,0.139,2.13,17.91
20141203,MW1042-42,E1,Sodium Orthovanadate,0,uM,16.208,35.742,0.235,675.325,4.06,232.961,126,126,682,121.587,1.823,143.973,243.88,0.711,549.673,3.106,0.137,3.385,15.131
20141203,MW1042-43,E1,Sodium Orthovanadate,0,uM,14.725,30.274,0.251,650.496,4.237,244.508,121,118.5,788,118.787,1.654,147.378,263.272,0.652,495.168,3.038,0.139,3.286,15.131
20141203,MW1042-44,E1,Sodium Orthovanadate,0,uM,18.646,32.851,0.254,616.193,4.802,241.522,126,123.5,973.5,117.338,2.071,135.322,317.191,0.831,664.79,2.703,0.142,3.462,19.14
20141029,MW1008-41,A1,Sorbitol,0,uM,22.87,58.555,0.318,504.393,4.729,88.559,109,101.5,2005,91.119,1.202,188.826,74.814,0.683,359.282,1.894,0.143,2.648,11.046
20141029,MW1008-42,C1,Sorbitol,0,uM,32.593,66.724,0.473,567.98,12.804,133.111,129,124,1578.5,109.912,1.774,120.142,243.476,0.905,435.743,2.006,0.151,2.473,18.892
20141029,MW1008-41,E1,Sorbitol,0,uM,27.585,74.164,0.321,564.598,5.051,101.762,120,116.5,2016.5,88.803,1.039,158.495,49.959,0.563,327.311,2.249,0.156,2.181,11.017
20151014,MW1076-42,F2,Sorbitol,0,uM,14.417,24.117,0.469,261.234,22.826,146.351,84,62.5,666,66.01,0.901,58.805,1284.792,0.32,201.396,0.699,0.03,3.325,15.713
20151014,MW1076-43,F3,Sorbitol,0,uM,14.131,24.656,0.385,238.997,4.375,224.89,84,67.5,786,69.078,0.799,59.487,325.735,0.335,182.23,0.839,0.034,6.748,16.857
20151014,MW1076-44,F4,Sorbitol,0,uM,7.186,12.734,0.764,261.997,4.858,383.533,85.5,58.5,391,71.225,0.829,62.845,837.588,0.2,267.319,0.822,0.021,5.724,19.946
20150128,MW1007-109,F1,Spiroxamine,0,uM,11.717,23.7,0.203,441.75,3.214,120.62,92,87.5,743.5,73.217,1.072,122.287,68.365,0.528,255.618,1.731,0.076,6.051,21.253
20150128,MW1008-1,F1,Spiroxamine,0,uM,14.111,35.745,0.477,453.957,4.91,184.764,102,84,1263,77.439,1.085,108.062,48.839,0.514,189.344,1.121,0.057,2.972,17.095
20150128,MW1008-40,F1,Spiroxamine,0,uM,22.836,43.309,0.54,444.659,6.145,157.104,98,82.5,824.5,68.143,1.734,75.629,200.901,0.765,274.476,1.157,0.101,3.962,19.881
20141015,MW1007-107,D1,t-retinoic acid,0,uM,15.149,28.131,0.587,481.811,5.867,211.168,121,101.5,567.5,81.365,1.437,66.955,93.445,0.759,277.366,1.761,0.089,4.134,16.118
20141015,MW1007-108,D1,t-retinoic acid,0,uM,14.451,18.77,0.305,507.997,3.935,368.429,107,94.5,268.5,76.772,1.412,77.2,141.844,0.709,352.533,1.597,0.059,5.147,16.951
20141015,MW1008-39,D1,t-retinoic acid,0,uM,14.148,27.321,0.222,438.112,4.274,128.584,90.5,85.5,594,71.439,1.298,86.969,118.95,0.764,285.627,1.752,0.076,5.293,17.443
20150128,MW1008-37,D1,TCEP,0,uM,17.313,36.601,0.211,672.399,3.731,169.858,123.5,123.5,678.5,117.149,2.182,124.864,174.877,0.892,484.831,2.983,0.145,3.371,18.32
20150128,MW1008-41,D1,TCEP,0,uM,7.693,27.064,0.132,372.419,1.13,168.01,90,72,842.5,77.987,0.769,240.459,75.585,0.155,321.078,1.825,0.075,1.972,14.734
20150128,MW1008-42,D1,TCEP,0,uM,20.042,42.739,0.31,584.215,4.265,238.365,104,99,674.5,97.627,1.89,113.054,71.682,0.771,491.83,2.274,0.153,3.798,18.624
20150128,MW1008-37,E1,TDCPP,0,uM,23.522,45.971,0.258,680.597,5.396,145.675,136,133.5,975.5,123.312,2.385,113.993,174.572,1.079,588.714,3.048,0.184,2.509,18.018
20150128,MW1008-41,E1,TDCPP,0,uM,1.254,3.294,0.143,51.446,0.833,37.436,7.5,3,0,0,0,0,0,0,0,0.003,0,0.882,2.431
20150128,MW1008-42,E1,TDCPP,0,uM,23.124,54.279,0.275,619.664,3.299,136.019,121,116,966,110.907,1.809,166.4,106.964,0.604,580.765,2.724,0.182,3.133,14.499
