"PREFERRED_NAME","EPA_SAMPLE_ID","treatment","filename","primary_dataset","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","TARGET_CONC","TARGET_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","pd_sample_id","gsid","ALIQUOT_VIAL_BARCODE","pd_sample","LOCATION","MW","Supplier","Lot.Number","CoA.Purity.(%)","Determined.Purity.(%)","Culture","chid","stkc","stkc_unit","tested_conc_unit","casn","chnm","dsstox_substance_id","notes","Solvent.used"
"Hexachlorophene","EX000335","Hexachlorophene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E10","406.90","Sigma-Aldrich","09709MY","99.9","98.67",20160907,20690,20,"mM","uM","70-30-4","Hexachlorophene","DTXSID6020690","",NA
"Hexachlorophene","EX000392","Hexachlorophene","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","22","20","mM",20,"mM",100,"uL","-","-","EX000392",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20690,20,"mM","uM","70-30-4","Hexachlorophene","DTXSID6020690","","DMSO"
"Hexafluoroamylene glycol","1483033","1483033","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483033",NA,"F8","212.091",NA,NA,NA,NA,NA,59927,30,"mM","uM","376-90-9","Hexafluoroamylene glycol","DTXSID3059927","",NA
"Hydroxyurea","EX000336","Hydroxyurea","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E11","76.05","Sigma-Aldrich","SLBF7065V","100",NA,NA,25438,20.2000007629395,"mM","uM","127-07-1","Hydroxyurea","DTXSID6025438","",NA
"Hydroxyurea","EX000446","Hydroxyurea","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","76","20","mM",20,"mM",100,"uL","-","-","EX000446",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,25438,20,"mM","uM","127-07-1","Hydroxyurea","DTXSID6025438","","DMSO"
"Ibuprofen","EPAPLT0167B06","56","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20732,20,"mM","uM","15687-27-1","Ibuprofen","DTXSID5020732","",NA
"Imidacloprid","EX000526","Imidacloprid","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","11","100","mM",100,"mM",100,"uL","-","-","EX000526",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32442,100,"mM","uM","138261-41-3","Imidacloprid","DTXSID5032442","","DMSO"
"Indoxacarb","EPAPLT0167E10","58","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32690,20,"mM","uM","173584-44-6","Indoxacarb","DTXSID1032690","",NA
"Iodomethylmercury","EX000380","Iodomethylmercury","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","10","20","mM",20,"mM",100,"uL","-","-","EX000380",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,858855,20,"mM","uM","143-36-2","Iodomethylmercury","DTXSID90858855","",NA
"Isodecyl diphenyl phosphate","EX000337","Isodecyl diphenyl phosphate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E12","390.45","Bayville Chemical Supply Company, Inc.","122AI","= 95",NA,20160720,25465,20.1000003814697,"mM","uM","29761-21-5","Isodecyl diphenyl phosphate","DTXSID3025465","",NA
"Isoniazid","EX000441","Isoniazid","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","71","20","mM",20,"mM",100,"uL","-","-","EX000441",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20755,20,"mM","uM","54-85-3","Isoniazid","DTXSID8020755","","DMSO"
"Kepone","TP0001649G12","Kepone","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","G12",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20770,NA,"TP0001649G12","",NA,NA,NA,NA,NA,NA,20770,20,"mM","uM","143-50-0","Kepone","DTXSID1020770","",NA
"L-Ascorbic acid","EX000338","L-Ascorbic acid","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1","176.12","Sigma-Aldrich","10126LB","100.29",NA,20160907,20106,20,"mM","uM","50-81-7","L-Ascorbic acid","DTXSID5020106","",NA
"L-Domoic acid","EX000487","Domoic Acid","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","14","100","mM",100,"mM",100,"uL","-","-","EX000487",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,274180,100,"mM","uM","14277-97-5","L-Domoic acid","DTXSID20274180","","Water"
"L-Ketamine hydrochloride","EX000391","Ketamine","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","21","20","mM",20,"mM",100,"uL","-","-","EX000391",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,187455,20,"mM","uM","33795-24-3","L-Ketamine hydrochloride","DTXSID90187455","","DMSO"
"Lactofen","EX000520","Lactofen","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","5","100","mM",100,"mM",100,"uL","-","-","EX000520",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24160,100,"mM","uM","77501-63-4","Lactofen","DTXSID7024160","","DMSO"
"Lead acetate","EX000491","Lead acetate","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","18","100","mM",100,"mM",100,"uL","-","-","EX000491",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,274073,100,"mM","uM","15347-57-6","Lead acetate","DTXSID10274073","",NA
"Lead chloride","EX000398","Lead chloride","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","28","20","mM",20,"mM",100,"uL","-","-","EX000398",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,41059,20,"mM","uM","7758-95-4","Lead chloride","DTXSID1041059","",NA
"Lead(II) acetate trihydrate","EX000339","Lead (II) acetate trihydrate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2","379.33","Pfaltz & Bauer, Inc.","69117","Not Listed",NA,NA,31521,20.1000003814697,"mM","uM","6080-56-4","Lead(II) acetate trihydrate","DTXSID3031521","",NA
"Lead(II) acetate trihydrate","EX000385","Lead Acetate","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","15","20","mM",20,"mM",100,"uL","-","-","EX000385",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,31521,20,"mM","uM","6080-56-4","Lead(II) acetate trihydrate","DTXSID3031521","","DMSO"
"Lindane","EX000340","Lindane","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F3","290.83","Sigma-Aldrich","15812HB","99","100",NA,20686,19.8999996185303,"mM","uM","58-89-9","Lindane","DTXSID2020686","",NA
"Lindane","EX000527","Lindane","EPA_ES204_EPA-Shafer_12_20200117_key.xlsx","Frank2017","DNT_EXTRA2","12","100","mM",100,"mM",100,"uL","-","-","EX000527",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20686,100,"mM","uM","58-89-9","Lindane","DTXSID2020686","","Ethanol"
"Lithium chloride","EX000451","Lithium chloride","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","81","20","mM",20,"mM",100,"uL","-","-","EX000451",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,25509,20,"mM","uM","7447-41-8","Lithium chloride","DTXSID2025509","",NA
"Loperamide","EX000492","Loperamide","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","19","100","mM",100,"mM",100,"uL","-","-","EX000492",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,45165,100,"mM","uM","53179-11-6","Loperamide","DTXSID6045165","",NA
"Lovastatin","TP0001649D08","Lovastatin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D08",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20784,NA,"TP0001649D08","",NA,NA,NA,NA,NA,NA,20784,20,"mM","uM","75330-75-5","Lovastatin","DTXSID5020784","",NA
"MGK-264","TP0001649H11","MGK-264","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H11",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32562,NA,"TP0001649H11","",NA,NA,NA,NA,NA,NA,32562,20,"mM","uM","113-48-4","Octylbicycloheptenedicarboximide","DTXSID6032562","",NA
"Malaoxon","EX000493","Malaoxon","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","20","100","mM",100,"mM",100,"uL","-","-","EX000493",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20790,100,"mM","uM","1634-78-2","Malaoxon","DTXSID9020790","",NA
"Malaoxon","TT0000177B03","Malaoxon","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","B03","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,20790,"112921015",NA,"",NA,NA,NA,NA,NA,NA,20790,100,"mM","uM","1634-78-2","Malaoxon","DTXSID9020790","",NA
"Malathion","EPAPLT0167G08","61","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20791,20.0009002685547,"mM","uM","121-75-5","Malathion","DTXSID4020791","",NA
"Malathion","EX000494","Malathion","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","21","100","mM",100,"mM",100,"uL","-","-","EX000494",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20791,100,"mM","uM","121-75-5","Malathion","DTXSID4020791","",NA
"Malathion","TT0000177D02","Malathion","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","D02","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,20791,"112920990",NA,"",NA,NA,NA,NA,NA,NA,20791,100,"mM","uM","121-75-5","Malathion","DTXSID4020791","",NA
"Mancozeb","EPAPLT0167A10","62","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,34695,10.0288000106812,"mM","uM","8018-01-7","Mancozeb","DTXSID0034695","",NA
"Mancozeb","TP0001649B02","Mancozeb","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B02",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,34695,NA,"TP0001649B02","",NA,NA,NA,NA,NA,NA,34695,10,"mM","uM","8018-01-7","Mancozeb","DTXSID0034695","",NA
"Maneb","EX000418","Maneb","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","48","20","mM",20,"mM",100,"uL","-","-","EX000418",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20794,20,"mM","uM","12427-38-2","Maneb","DTXSID9020794","","DMSO"
"Manganese","EX000495","Manganese","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","22","100","mM",100,"mM",100,"uL","-","-","EX000495",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24169,100,"mM","uM","7439-96-5","Manganese","DTXSID2024169","",NA
"Manganese dichloride","EX000467","Manganese","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","97","20","mM",20,"mM",100,"uL","-","-","EX000467",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,40681,20,"mM","uM","7773-01-5","Manganese dichloride","DTXSID9040681","","Water"
"Manganese(II) acetate","EX000296","Acetic acid, manganese (2+) salt","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.600000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7","173.03","Sigma-Aldrich","64196KJ","~ 101.7",NA,20160817,27279,19.6000003814697,"mM","uM","638-38-0","Manganese(II) acetate","DTXSID5027279","",NA
"Mercuric chloride","TP0001649C11","Mercuric chloride","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C11",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20811,NA,"TP0001649C11","",NA,NA,NA,NA,NA,NA,20811,20,"mM","uM","7487-94-7","Mercuric chloride","DTXSID5020811","",NA
"Metaflumizone","EPAPLT0167A03","64","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,40373,19.9993991851807,"mM","uM","139968-49-3","Metaflumizone","DTXSID6040373","",NA
"Metformin","EPAPLT0167A02","65","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23270,24.1937999725342,"mM","uM","657-24-9","Metformin","DTXSID2023270","",NA
"Methadone hydrochloride","TP0001649D10","Methadone hydrochloride","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20501,NA,"TP0001649D10","",NA,NA,NA,NA,NA,NA,20501,14.5,"mM","uM","1095-90-5","Methadone hydrochloride","DTXSID2020501","",NA
"Methamidophos","EPAPLT0167A08","66","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24177,20,"mM","uM","10265-92-6","Methamidophos","DTXSID6024177","",NA
"Methamidophos","EX000496","Methamidophos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","23","100","mM",100,"mM",100,"uL","-","-","EX000496",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24177,100,"mM","uM","10265-92-6","Methamidophos","DTXSID6024177","",NA
"Methamidophos","TT0000177B02","Methamidophos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","B02","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,24177,"112921014",NA,"",NA,NA,NA,NA,NA,NA,24177,100,"mM","uM","10265-92-6","Methamidophos","DTXSID6024177","",NA
"Methimazole","TP0001649D01","Methimazole","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D01",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20820,NA,"TP0001649D01","",NA,NA,NA,NA,NA,NA,20820,20,"mM","uM","60-56-0","Methimazole","DTXSID4020820","",NA
"Methotrexate","EX000444","Methotrexate","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","74","20","mM",20,"mM",100,"uL","-","-","EX000444",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20822,20,"mM","uM","59-05-2","Methotrexate","DTXSID4020822","","DMSO"
"Methotrexate","EX000445","Methotrexate","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","75","20","mM",20,"mM",100,"uL","-","-","EX000445",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20822,20,"mM","uM","59-05-2","Methotrexate","DTXSID4020822","","DMSO"
"Methoxyacetic acid","EX000442","Methoxyacetic acid","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","72","20","mM",20,"mM",100,"uL","-","-","EX000442",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,31591,20,"mM","uM","625-45-6","Methoxyacetic acid","DTXSID1031591","",NA
"Methoxychlor","TP0001649E06","Methoxychlor","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E06",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20827,NA,"TP0001649E06","",NA,NA,NA,NA,NA,NA,20827,19.8999996185303,"mM","uM","72-43-5","Methoxychlor","DTXSID9020827","",NA
"Methyl 2H,2H,3H,3H-perfluoroheptanoate","1475815","1475815","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475815",NA,"A4","306.128",NA,NA,NA,NA,NA,441560,30,"mM","uM","132424-36-3","Methyl 2H,2H,3H,3H-perfluoroheptanoate","DTXSID50441560","",NA
"Methyl mercury(II) cation","EX000497","Methyl mercury(II) cation","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","24","100","mM",100,"mM",100,"uL","-","-","EX000497",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24198,100,"mM","uM","22967-92-6","Methyl mercury(II) cation","DTXSID9024198","",NA
"Methyl parathion","EPAPLT0167H08","68","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20855,19.9964008331299,"mM","uM","298-00-0","Methyl parathion","DTXSID1020855","",NA
"Methyl perfluoroethyl ketone","1483042","1483042","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483042",NA,"G7","162.059",NA,NA,NA,NA,NA,285748,30,"mM","uM","374-41-4","Methyl perfluoroethyl ketone","DTXSID90285748","",NA
"Methyl perfluorohexanoate","1475845","1475845","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475845",NA,"D4","328.081",NA,NA,NA,NA,NA,335700,30,"mM","uM","424-18-0","Methyl perfluorohexanoate","DTXSID20335700","",NA
"Methylmercuric(II) chloride","EX000342","Methyl mercuric (II) chloride","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F5,H5","251.08","Sigma-Aldrich","3211X","99.8",NA,NA,20813,20,"mM","uM","115-09-3","Methylmercuric(II) chloride","DTXSID5020813","",NA
"Methylmercuric(II) chloride","EX000383","Methylmercury","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","13","20","mM",20,"mM",100,"uL","-","-","EX000383",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20813,20,"mM","uM","115-09-3","Methylmercuric(II) chloride","DTXSID5020813","","DMSO"
"Metoprolol","EPAPLT0167A04","69","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23309,20,"mM","uM","51384-51-1","Metoprolol","DTXSID2023309","",NA
"Mevastatin","EX000498","Mevastatin","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","25","100","mM",100,"mM",100,"uL","-","-","EX000498",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,40684,100,"mM","uM","73573-88-3","Mevastatin","DTXSID4040684","","DMSO"
"Mifepristone","EPAPLT0167D09","70","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23322,20,"mM","uM","84371-65-3","Mifepristone","DTXSID5023322","",NA
"Mirex","TP0001649A02","Mirex","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A02",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,20895,NA,"TP0001649A02","",NA,NA,NA,NA,NA,NA,20895,20,"mM","uM","2385-85-5","Mirex","DTXSID7020895","",NA
"Molinate","TP0001649A10","Molinate","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,24206,NA,"TP0001649A10","",NA,NA,NA,NA,NA,NA,24206,20,"mM","uM","2212-67-1","Molinate","DTXSID6024206","",NA
"N,N'-Methylenebisacrylamide","EX000452","N,N'-Methylenebisacrylamide","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","82","20","mM",20,"mM",100,"uL","-","-","EX000452",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,25595,20,"mM","uM","110-26-9","N,N'-Methylenebisacrylamide","DTXSID8025595","",NA
"N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide","1483054","1483054","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483054",NA,"H4","571.249",NA,NA,NA,NA,NA,27426,30,"mM","uM","1691-99-2","N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide","DTXSID6027426","",NA
"N-Ethylperfluorooctanesulfonamide","1483036","1483036","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483036",NA,"G1","527.196",NA,NA,NA,NA,NA,32646,30,"mM","uM","4151-50-2","N-Ethylperfluorooctanesulfonamide","DTXSID1032646","",NA
"N-Methylperfluorooctanesulfonamide","1475855","1475855","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475855",NA,"E4","513.169",NA,NA,NA,NA,NA,67629,30,"mM","uM","31506-32-8","N-Methylperfluorooctanesulfonamide","DTXSID1067629","",NA
"NSC 23766 trihydrochloride","EX000507","NSC 23766 trihydrochloride","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","34","100","mM",100,"mM",100,"uL","-","-","EX000507",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,328386,100,"mM","uM","1177865-17-6","NSC 23766 trihydrochloride","DTXSID90328386","",NA
"Naled","EX000500","Naled","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","27","100","mM",100,"mM",100,"uL","-","-","EX000500",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24209,100,"mM","uM","300-76-5","Naled","DTXSID1024209","",NA
"Naled","TT0000177E03","Naled","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","E03","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,24209,"112918385",NA,"",NA,NA,NA,NA,NA,NA,24209,100,"mM","uM","300-76-5","Naled","DTXSID1024209","",NA
"Naloxone","EX000501","Naloxone","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","28","100","mM",100,"mM",100,"uL","-","-","EX000501",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,23349,100,"mM","uM","465-65-6","Naloxone","DTXSID8023349","",NA
"Naloxone hydrochloride dihydrate","EX000471","Naloxone","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","101","20","mM",20,"mM",100,"uL","-","-","EX000471",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,199452,20,"mM","uM","51481-60-8","Naloxone hydrochloride dihydrate","DTXSID90199452","","Water"
"Naphthalene","EX000344","Naphthalene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F7","128.17","Sigma-Aldrich","05306KJ","99.8","100",20160803,20913,19.8999996185303,"mM","uM","91-20-3","Naphthalene","DTXSID8020913","",NA
"Nicotine","EX000416","Nicotine","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","46","20","mM",20,"mM",100,"uL","-","-","EX000416",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20930,20,"mM","uM","54-11-5","Nicotine","DTXSID1020930","","DMSO"
"Nonafluoropentanamide","1475829","1475829","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475829",NA,"B8","263.063",NA,NA,NA,NA,NA,400587,30,"mM","uM","13485-61-5","Nonafluoropentanamide","DTXSID60400587","",NA
"Ochratoxin A","EX000414","Ochratoxin A","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","44","20","mM",20,"mM",100,"uL","-","-","EX000414",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21073,20,"mM","uM","303-47-9","Ochratoxin A","DTXSID7021073","",NA
"Octafluoroadipamide","1475839","1475839","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475839",NA,"C8","288.097",NA,NA,NA,NA,NA,310730,30,"mM","uM","355-66-8","Octafluoroadipamide","DTXSID80310730","",NA
"Octamethylcyclotetrasiloxane","EPAPLT0167H03","71","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,27205,20.0006999969482,"mM","uM","556-67-2","Octamethylcyclotetrasiloxane","DTXSID7027205","",NA
"Omeprazole","EX000405","Omeprazole","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","35","20","mM",20,"mM",100,"uL","-","-","EX000405",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21080,20,"mM","uM","73590-58-6","Omeprazole","DTXSID6021080","",NA
"Omeprazole","EX000406","Omeprazole","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","36","20","mM",20,"mM",100,"uL","-","-","EX000406",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21080,20,"mM","uM","73590-58-6","Omeprazole","DTXSID6021080","",NA
