"dataset","mea_treatment_name","updated_treatment_name","PREFERRED_NAME","casn","dsstox_substance_id","spid","ALIQUOT_PLATE_BARCODE","filename","notes","cultures","ALIQUOT_WELL_ID","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","ALIQUOT_VIAL_BARCODE","LOCATION","MW","Supplier","Lot.Number","chid","chnm","Solvent.used"
"ToxCast2016","Boric acid","Boric acid","Boric acid","10043-35-3","DTXSID1020194","TP0001649F05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","F05","DMSO","42586",NA,NA,"",NA,NA,NA,20194,"Boric acid (H3BO3)",NA
"ToxCast2016","Boscalid","Boscalid","Boscalid","188425-85-6","DTXSID6034392","TP0001649B09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","B09","DMSO","42586",NA,NA,"",NA,NA,NA,34392,"Boscalid",NA
"ToxCast2016","Busulfan","Busulfan","Busulfan","55-98-1","DTXSID3020910","TP0001649A05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","A05","DMSO","42586",NA,NA,"",NA,NA,NA,20910,"Busulfan",NA
"ToxCast2016","CP-409092","CP-409092","CP-409092","194098-25-4","DTXSID2047276","TP0001649A06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","A06","DMSO","42586",NA,NA,"",NA,NA,NA,47276,"CP-409092",NA
"ToxCast2016","CP-457920","CP-457920","CP-457920","220860-50-4","DTXSID4047254","TP0001649C04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","C04","DMSO","42586",NA,NA,"",NA,NA,NA,47254,"CP-457920",NA
"ToxCast2016","Captan","Captan","Captan","133-06-2","DTXSID9020243","TP0001649F11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","F11","DMSO","42586",NA,NA,"",NA,NA,NA,20243,"Captan",NA
"ToxCast2016","Carbofuran","Carbofuran","Carbofuran","1563-66-2","DTXSID9020249","TP0001649E04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","E04","DMSO","42586",NA,NA,"",NA,NA,NA,20249,"Carbofuran",NA
"ToxCast2016","Cariporide mesylate","Cariporide mesylate","Cariporide mesylate","159138-81-5","DTXSID3047344","TP0001649G07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","G07","DMSO","42586",NA,NA,"",NA,NA,NA,47344,"Cariporide mesylate",NA
"ToxCast2016","Chlordane","Chlordane","Chlordane","57-74-9","DTXSID7020267","TP0001649C05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","C05","DMSO","42586",NA,NA,"",NA,NA,NA,20267,"Chlordane",NA
"ToxCast2016","Chlorendic acid","Chlorendic acid","Chlorendic acid","115-28-6","DTXSID2020268","TP0001649F01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921","F01","DMSO","42586",NA,NA,"",NA,NA,NA,20268,"Chlorendic acid",NA
"ToxCast2016","Clodinafop-propargyl","Clodinafop-propargyl","Clodinafop-propargyl","105512-06-9","DTXSID6032354","TP0001649C01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","C01","DMSO","42586",NA,NA,"",NA,NA,NA,32354,"Clodinafop-propargyl",NA
"ToxCast2016","Cloprop","Cloprop","Cloprop","101-10-0","DTXSID9034232","TP0001649D06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20171004","D06","DMSO","42586",NA,NA,"",NA,NA,NA,34232,"Cloprop",NA
"ToxCast2016","Clothiandin","Clothianidin","Clothianidin","210880-92-5","DTXSID2034465","TP0001649F07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","spelling","20160921","F07","DMSO","42586",NA,NA,"",NA,NA,NA,34465,"Clothianidin",NA
"ToxCast2016","Clove leaf oil","Clove leaf oil","Clove leaf oil","8000-34-8","DTXSID8044175","TP0001649E02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170222,20171004","E02","DMSO","42586",NA,NA,"",NA,NA,NA,44175,"Clove leaf oil",NA
"ToxCast2016","Cyfluthrin","Cyfluthrin","Cyfluthrin","68359-37-5","DTXSID5035957","TP0001649F02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","F02","DMSO","42586",NA,NA,"",NA,NA,NA,35957,"Cyfluthrin",NA
"ToxCast2016","Cymoxanil","Cymoxanil","Cymoxanil","57966-95-7","DTXSID6032358","TP0001649H09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","H09","DMSO","42586",NA,NA,"",NA,NA,NA,32358,"Cymoxanil",NA
"ToxCast2016","D-Mannitol","D-Mannitol","D-Mannitol","69-65-8","DTXSID1023235","TP0001649B08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","B08","DMSO","42586",NA,NA,"",NA,NA,NA,23235,"D-Mannitol",NA
"ToxCast2016","Diphenhydramine","Diphenhydramine hydrochloride","Diphenhydramine hydrochloride","147-24-0","DTXSID4020537","TP0001649G01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as the PREFERRED_NAME and Common name","20170222,20171004","G01","DMSO","42586",NA,NA,"",NA,NA,NA,20537,"Diphenhydramine hydrochloride",NA
"ToxCast2016","Disulfiram - ToxCast G-8","Disulfiram","Disulfiram","97-77-8","DTXSID1021322","TP0001649E11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","In 20171011, Disulfiram was tested alongside compounds from other sources. This sample of Disulfiram is from ToxCast, plate location: H1","20170412,20171011","E11","DMSO","42586",NA,NA,"",NA,NA,NA,21322,"Tetraethylthiuram disulfide",NA
"ToxCast2016","Disulfoton","Disulfoton","Disulfoton","298-04-4","DTXSID0022018","TP0001649F06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816,20171011","F06","DMSO","42586",NA,NA,"",NA,NA,NA,22018,"Disulfoton",NA
"ToxCast2016","EPTC","EPTC","EPTC","759-94-4","DTXSID1024091","TP0001649A04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","A04","DMSO","42586",NA,NA,"",NA,NA,NA,24091,"EPTC",NA
"ToxCast2016","Enadoline","Enadoline","Enadoline","124378-77-4","DTXSID4047258","TP0001649C12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","C12","DMSO","42586",NA,NA,"",NA,NA,NA,47258,"Enadoline",NA
"ToxCast2016","Endosulfan","Endosulfan","Endosulfan","115-29-7","DTXSID1020560","TP0001649G06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","G06","DMSO","42586",NA,NA,"",NA,NA,NA,20560,"Endosulfan",NA
"ToxCast2016","Endrin","Endrin","Endrin","72-20-8","DTXSID6020561","TP0001649G09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","G09","DMSO","42586",NA,NA,"",NA,NA,NA,20561,"Endrin",NA
"ToxCast2016","Erythromycin","Erythromycin","Erythromycin","114-07-8","DTXSID4022991","TP0001649D07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816","D07","DMSO","42586",NA,NA,"",NA,NA,NA,22991,"Erythromycin",NA
"ToxCast2016","Esfenvalerate","Esfenvalerate","Esfenvalerate","66230-04-4","DTXSID4032667","TP0001649C10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","C10","DMSO","42586",NA,NA,"",NA,NA,NA,32667,"Esfenvalerate",NA
"ToxCast2016","Etofenprox","Etofenprox","Etofenprox","80844-07-1","DTXSID9032610","TP0001649H10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","H10","DMSO","42586",NA,NA,"",NA,NA,NA,32610,"Etofenprox",NA
"ToxCast2016","Eugenol","Eugenol","Eugenol","97-53-0","DTXSID9020617","TP0001649B10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20171004","B10","DMSO","42586",NA,NA,"",NA,NA,NA,20617,"Eugenol",NA
"ToxCast2016","FR140423","FR140423","FR140423","151506-44-4","DTXSID6048175","TP0001649H06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","H06","DMSO","42586",NA,NA,"",NA,NA,NA,48175,"Difpas-pyrazole",NA
"ToxCast2016","Fenamiphos","Fenamiphos","Fenamiphos","22224-92-6","DTXSID3024102","TP0001649D05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816","D05","DMSO","42586",NA,NA,"",NA,NA,NA,24102,"Fenamiphos",NA
"ToxCast2016","Fenitrothion","Fenitrothion","Fenitrothion","122-14-5","DTXSID4032613","TP0001649F08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816,20171011","F08","DMSO","42586",NA,NA,"",NA,NA,NA,32613,"Fenitrothion",NA
"ToxCast2016","Fenpropathrin","Fenpropathrin","Fenpropathrin","39515-41-8","DTXSID0024002","TP0001649B05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","B05","DMSO","42586",NA,NA,"",NA,NA,NA,24002,"Fenpropathrin",NA
"ToxCast2016","Flufenacet","Flufenacet","Flufenacet","142459-58-3","DTXSID2032552","TP0001649F04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816,20171011","F04","DMSO","42586",NA,NA,"",NA,NA,NA,32552,"Flufenacet",NA
"ToxCast2016","Fluorene","Fluorene","Fluorene","86-73-7","DTXSID8024105","TP0001649H04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816,20171011","H04","DMSO","42586",NA,NA,"",NA,NA,NA,24105,"Fluorene",NA
"ToxCast2016","Fluoxastrobin","Fluoxastrobin","Fluoxastrobin","361377-29-9","DTXSID2034625","TP0001649C07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","C07","DMSO","42586",NA,NA,"",NA,NA,NA,34625,"Fluoxastrobin",NA
"ToxCast2016","Folic acid","Folic acid","Folic acid","59-30-3","DTXSID0022519","TP0001649H05","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","H05","DMSO","42586",NA,NA,"",NA,NA,NA,22519,"Folic acid",NA
"ToxCast2016","Glycerol","Glycerol","Glycerol","56-81-5","DTXSID9020663","TP0001649C06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","C06","DMSO","42586",NA,NA,"",NA,NA,NA,20663,"Glycerol",NA
"ToxCast2016","HPTE","2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane","2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane","2971-36-0","DTXSID8022325","TP0001649F03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as the PREFERRED_NAME and Common name","20170809","F03","DMSO","42586",NA,NA,"",NA,NA,NA,22325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",NA
"ToxCast2016","Kepone","Kepone","Kepone","143-50-0","DTXSID1020770","TP0001649G12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","G12","DMSO","42586",NA,NA,"",NA,NA,NA,20770,"Kepone",NA
"ToxCast2016","Lovastatin","Lovastatin","Lovastatin","75330-75-5","DTXSID5020784","TP0001649D08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921,20170628","D08","DMSO","42586",NA,NA,"",NA,NA,NA,20784,"Lovastatin",NA
"ToxCast2016","MGK 264","MGK-264","MGK-264","113-48-4","DTXSID6032562","TP0001649H11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20170222,20171004","H11","DMSO","42586",NA,NA,"",NA,NA,NA,32562,"Octylbicycloheptenedicarboximide",NA
"ToxCast2016","Mancozeb","Mancozeb","Mancozeb","8018-01-7","DTXSID0034695","TP0001649B02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","B02","DMSO","42586",NA,NA,"",NA,NA,NA,34695,"Mancozeb",NA
"ToxCast2016","Mercuric chloride","Mercuric chloride","Mercuric chloride","7487-94-7","DTXSID5020811","TP0001649C11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921,20170628","C11","DMSO","42586",NA,NA,"",NA,NA,NA,20811,"Mercuric chloride",NA
"ToxCast2016","Methadone","Methadone hydrochloride","Methadone hydrochloride","1095-90-5","DTXSID2020501","TP0001649D10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as teh PREFERRED_NAME and Common name","20170809","D10","DMSO","42586",NA,NA,"",NA,NA,NA,20501,"Methadone hydrochloride",NA
"ToxCast2016","Methimazole","Methimazole","Methimazole","60-56-0","DTXSID4020820","TP0001649D01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","D01","DMSO","42586",NA,NA,"",NA,NA,NA,20820,"Methimazole",NA
"ToxCast2016","Methoxychlor","Methoxychlor","Methoxychlor","72-43-5","DTXSID9020827","TP0001649E06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","E06","DMSO","42586",NA,NA,"",NA,NA,NA,20827,"Methoxychlor",NA
"ToxCast2016","Mirex","Mirex","Mirex","2385-85-5","DTXSID7020895","TP0001649A02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20161109","A02","DMSO","42586",NA,NA,"",NA,NA,NA,20895,"Mirex",NA
"ToxCast2016","Molinate","Molinate","Molinate","2212-67-1","DTXSID6024206","TP0001649A10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","A10","DMSO","42586",NA,NA,"",NA,NA,NA,24206,"Molinate",NA
"ToxCast2016","Parathion","Parathion","Parathion","56-38-2","DTXSID7021100","TP0001649B11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816","B11","DMSO","42586",NA,NA,"",NA,NA,NA,21100,"Parathion",NA
"ToxCast2016","Perfluoroundecanoic acid - TP0001411","Perfluoroundecanoic acid","Perfluoroundecanoic acid","2058-94-8","DTXSID8047553","TP0001411E11","TP0001411","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx","","20171011","E11","DMSO",NA,NA,NA,"",NA,NA,NA,47553,"Perfluoroundecanoic acid",NA
"ToxCast2016","PharmaGSID_47330","PharmaGSID_47330","PharmaGSID_47330","NOCAS_47330","DTXSID9047330","TP0001649B06","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170809","B06","DMSO","42586",NA,NA,"",NA,NA,NA,47330,"PharmaGSID_47330",NA
"ToxCast2016","Phenanthrene","Phenanthrene","Phenanthrene","85-01-8","DTXSID6024254","TP0001649D02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","D02","DMSO","42586",NA,NA,"",NA,NA,NA,24254,"Phenanthrene",NA
"ToxCast2016","Phenylmercuric acetate","Phenylmercuric acetate","Phenylmercuric acetate","62-38-4","DTXSID7021150","TP0001649D11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921,20170628","D11","DMSO","42586",NA,NA,"",NA,NA,NA,21150,"Phenylmercuric acetate",NA
"ToxCast2016","Picoxystrobin","Picoxystrobin","Picoxystrobin","117428-22-5","DTXSID9047542","TP0001649A07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","A07","DMSO","42586",NA,NA,"",NA,NA,NA,47542,"Picoxystrobin",NA
"ToxCast2016","Piperonyl butoxide","Piperonyl butoxide","Piperonyl butoxide","51-03-6","DTXSID1021166","TP0001649A08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20171004","A08","DMSO","42586",NA,NA,"",NA,NA,NA,21166,"Piperonyl butoxide",NA
"ToxCast2016","Prallethrin","Prallethrin","Prallethrin","23031-36-9","DTXSID0032572","TP0001649F10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","F10","DMSO","42586",NA,NA,"",NA,NA,NA,32572,"Prallethrin",NA
"ToxCast2016","Pravastatin,Pravastin sodium","Pravastatin sodium","Pravastatin sodium","81131-70-6","DTXSID6047525","TP0001649E12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","Pravastatin was not used in this dataset, only Pravastain sodium,spelling","20160921","E12","DMSO","42586",NA,NA,"",NA,NA,NA,47525,"Pravastatin sodium",NA
"ToxCast2016","Pyraclostrobin","Pyraclostrobin","Pyraclostrobin","175013-18-0","DTXSID7032638","TP0001649F09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","F09","DMSO","42586",NA,NA,"",NA,NA,NA,32638,"Pyraclostrobin",NA
"ToxCast2016","Reserpine","Reserpine","Reserpine","50-55-5","DTXSID7021237","TP0001649A03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170816","A03","DMSO","42586",NA,NA,"",NA,NA,NA,21237,"Reserpine",NA
"ToxCast2016","Resmethrin","Resmethrin","Resmethrin","10453-86-8","DTXSID7022253","TP0001649B12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","B12","DMSO","42586",NA,NA,"",NA,NA,NA,22253,"Resmethrin",NA
"ToxCast2016","Rotenone - ToxCast G-8","Rotenone","Rotenone","83-79-4","DTXSID6021248","TP0001649H01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","In 20171011, Rotenone was tested alongside compounds from other sources. This sample of Rotenone is from ToxCast, plate location: E11","20170412,20171011","H01","DMSO","42586",NA,NA,"",NA,NA,NA,21248,"Rotenone",NA
"ToxCast2016","S-Bioallethrin","S-Bioallethrin","S-Bioallethrin","28434-00-6","DTXSID2039336","TP0001649B01","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","B01","DMSO","42586",NA,NA,"",NA,NA,NA,39336,"S-Bioallethrin",NA
"ToxCast2016","Simvastatin","Simvastatin","Simvastatin","79902-63-9","DTXSID0023581","TP0001649C08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921,20170628","C08","DMSO","42586",NA,NA,"",NA,NA,NA,23581,"Simvastatin",NA
"ToxCast2016","Spirodiclofen","Spirodiclofen","Spirodiclofen","148477-71-8","DTXSID6034928","TP0001649D12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","D12","DMSO","42586",NA,NA,"",NA,NA,NA,34928,"Spirodiclofen",NA
"ToxCast2016","TBHQ","tert-Butylhydroquinone","tert-Butylhydroquinone","1948-33-0","DTXSID6020220","TP0001649C03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","these names are listed in the same chemical row in the Shafer 2019 paper as teh PREFERRED_NAME and Common name","20170412","C03","DMSO","42586",NA,NA,"",NA,NA,NA,20220,"tert-Butylhydroquinone",NA
"ToxCast2016","Tamoxifen","Tamoxifen","Tamoxifen","10540-29-1","DTXSID1034187","TP0001649B03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20171004","B03","DMSO","42586",NA,NA,"",NA,NA,NA,34187,"Tamoxifen",NA
"ToxCast2016","Tefluthrin","Tefluthrin","Tefluthrin","79538-32-2","DTXSID5032577","TP0001649E08","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","E08","DMSO","42586",NA,NA,"",NA,NA,NA,32577,"Tefluthrin",NA
"ToxCast2016","Tetracycline","Tetracycline","Tetracycline","60-54-8","DTXSID7023645","TP0001649E03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","E03","DMSO","42586",NA,NA,"",NA,NA,NA,23645,"Tetracycline",NA
"ToxCast2016","Tetramethrin","Tetramethrin","Tetramethrin","7696-12-0","DTXSID6032649","TP0001649A11","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170712","A11","DMSO","42586",NA,NA,"",NA,NA,NA,32649,"Tetramethrin",NA
"ToxCast2016","Thiacloprid","Thiacloprid","Thiacloprid","111988-49-9","DTXSID7034961","TP0001649E07","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921","E07","DMSO","42586",NA,NA,"",NA,NA,NA,34961,"Thiacloprid",NA
"ToxCast2016","Thiamethoxam","Thiamethoxam","Thiamethoxam","153719-23-4","DTXSID2034962","TP0001649E10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921","E10","DMSO","42586",NA,NA,"",NA,NA,NA,34962,"Thiamethoxam",NA
"ToxCast2016","Tributyltin chloride","Tributyltin chloride","Tributyltin chloride","1461-22-9","DTXSID3027403","TP0001649C09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921,20170628","C09","DMSO","42586",NA,NA,"",NA,NA,NA,27403,"Tributyltin chloride",NA
"ToxCast2016","Tributyltin methylacrylate","Tributyltin methacrylate","Tributyltin methacrylate","2155-70-6","DTXSID9035204","TP0001649D04","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","'Tributyltin methylacrylate' does not seem to be a chemical at all","20160921,20170628","D04","DMSO","42586",NA,NA,"",NA,NA,NA,35204,"Tributyltin methacrylate",NA
"ToxCast2016","Triclosan","Triclosan","Triclosan","3380-34-5","DTXSID5032498","TP0001649H12","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170412","H12","DMSO","42586",NA,NA,"",NA,NA,NA,32498,"Triclosan",NA
"ToxCast2016","Trifloxystrobin","Trifloxystrobin","Trifloxystrobin","141517-21-7","DTXSID4032580","TP0001649G10","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20170201,20170920","G10","DMSO","42586",NA,NA,"",NA,NA,NA,32580,"Trifloxystrobin",NA
"ToxCast2016","Triphenyl phosphite","Triphenyl phosphite","Triphenyl phosphite","101-02-0","DTXSID0026252","TP0001649E09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx",NA,"20160921","E09","DMSO","42586",NA,NA,"",NA,NA,NA,26252,"Triphenyl phosphite",NA
"ToxCast2016","Valinomycin - NTP","Valinomycin","Valinomycin","2001-95-8","DTXSID9041150","EX000362",NA,"Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","In 20171011, Valinomycin was tested alongside compounds from other sources. This sample of Valinomycin is from NTP91, plate location: H1","20171011",NA,NA,NA,NA,NA,"H1",1111.3,"Cayman Chemical Company","0476699",41150,"Valinomycin",NA
"ToxCast2016","op-DDT","o,p'-DDT","o,p'-DDT","789-02-6","DTXSID6022345","TP0001649G03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20161109","G03","DMSO","42586",NA,NA,"",NA,NA,NA,22345,"o,p'-DDT",NA
"ToxCast2016","pp-DDD","p,p'-DDD","p,p'-DDD","72-54-8","DTXSID4020373","TP0001649A09","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20161109","A09","DMSO","42586",NA,NA,"",NA,NA,NA,20373,"p,p'-DDD",NA
"ToxCast2016","pp-DDE","p,p'-DDE","p,p'-DDE","72-55-9","DTXSID9020374","TP0001649C02","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20161109","C02","DMSO","42586",NA,NA,"",NA,NA,NA,20374,"p,p'-DDE",NA
"ToxCast2016","pp-DDT","p,p'-DDT","p,p'-DDT","50-29-3","DTXSID4020375","TP0001649D03","TP0001649","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","","20161109","D03","DMSO","42586",NA,NA,"",NA,NA,NA,20375,"DDT",NA
